horse_name,frame,horse_number,carried_weight,weight_penalty,early_speed,stamina,acceleration,front_runner,stalker,closer,mud_aptitude,mud_source,base_ability_score,race_strength_score,race_strength_adjusted_score,elo_rating,normalized_elo_score,relative_agari_score,course_fit_score,jockey,jockey_score,track_bias_fit_score,pace_fit_score,consistency,running_style,primary_running_style,base_style_profile,base_逃げ,base_先行,base_差し,base_追込,front_runner_score,stalker_score,closer_score,deep_closer_score,versatile_score,weighted_avg_first_ratio,weighted_avg_mid_ratio,weighted_avg_last_corner_ratio,avg_first_ratio,avg_mid_ratio,avg_last_corner_ratio,weighted_avg_late_gain,weighted_avg_position_ratio,position_variance,style_sample_size,debug_passing_orders,debug_field_sizes,debug_first_ratios,debug_mid_ratios,debug_last_corner_ratios,field_size_warnings,avg_opponent_strength_score,avg_race_score,popularity_score,race_level_score,finish_score,margin_score,time_score,last3f_score,horse_ability_score,race_power,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,actual_running_style,actual_running_style_fixed,adjusted_style_profile,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
プリンセッサ,1,1,56.0,0.0,82.09,52.28,0.0,21.3,50.0,26.39,21.08,race_history,45.12,56.07,45.12,1500.0,50.0,75.0,56.25,岩田望,50.0,50.0,50.0,50.79,先行,先行,"{'逃げ': 0.21299360490500624, '先行': 0.4999968497980156, '差し': 0.26389283013370624, '追込': 0.023116715163271885}",0.213,0.5,0.264,0.023,21.3,50.0,26.39,2.31,87.24,0.32,0.326,0.336,0.32,0.326,0.336,-2.72,0.327,0.0287,9,"['6-6-6-4', '2-3-4-3', '2-2-2-2', '6-5', '5-5-5-4', '1-1', '6-6-6-7', '2-2-1-1', '3-3-3-2']","[12, 11, 13, 15, 8, 14, 16, 10, 15]","[0.5, 0.1818, 0.1538, 0.4, 0.625, 0.0714, 0.375, 0.2, 0.2]","[0.5, 0.2727, 0.1538, 0.3333, 0.625, 0.0714, 0.375, 0.2, 0.2]","[0.5, 0.3636, 0.1538, 0.3333, 0.625, 0.0714, 0.375, 0.1, 0.2]",[],48.45,48.91,68.79,54.79,49.01,63.78,61.64,26.05,46.52,47.12,0.64,0.631,0.044,0.605,100.0,60.54,38.01,54.12,37.1,0.0,4.4,63.96,61.94,64.87,55.93,49.08,65.0,先行,先行,"{'逃げ': 0.21341939818307035, '先行': 0.5009963882479713, '差し': 0.2625822994222719, '追込': 0.023001914146686488}",0.21341939818307035,0.5009963882479713,0.2625822994222719,0.023001914146686488
コパノエビータ,2,2,56.0,0.0,62.92,47.39,0.0,2.53,46.34,39.71,12.56,race_history,30.87,59.84,30.87,1500.0,50.0,75.0,43.2,長浜,50.0,50.0,50.0,30.33,自在,自在,"{'逃げ': 0.025290291367544328, '先行': 0.46335447600311747, '差し': 0.39710566348854015, '追込': 0.114249569140798}",0.025,0.463,0.397,0.114,2.53,46.34,39.71,11.42,74.24,0.43,0.467,0.576,0.43,0.467,0.576,-1.75,0.491,0.0398,10,"['3-5', '11-11', '5-6-12-15', '6-5-10-9', '4-4-6-4', '9-10', '14-14', '5-6', '3-4-3-5', '2-2-2-2']","[16, 15, 16, 15, 15, 15, 16, 12, 16, 12]","[0.1875, 0.7333, 0.3125, 0.4, 0.2667, 0.6, 0.875, 0.4167, 0.1875, 0.1667]","[0.3125, 0.7333, 0.375, 0.3333, 0.2667, 0.6667, 0.875, 0.5, 0.25, 0.1667]","[0.3125, 0.7333, 0.75, 0.6667, 0.4, 0.6667, 0.875, 0.5, 0.1875, 0.1667]",[],45.05,31.73,37.86,55.0,25.61,21.96,54.0,15.68,36.37,40.0,0.616,0.584,0.129,0.535,100.0,53.51,37.16,54.453,36.3,0.0,12.86,61.56,56.17,50.07,42.4,35.73,65.0,先行,先行,"{'逃げ': 0.025380509036579638, '先行': 0.4650073933283692, '差し': 0.3957519885199724, '追込': 0.11386010911507864}",0.025380509036579638,0.4650073933283692,0.3957519885199724,0.11386010911507864
ネクストダンサー,3,3,56.0,0.0,70.5,47.95,0.0,18.08,54.78,24.23,41.57,race_history,30.78,57.4,30.78,1500.0,50.0,75.0,44.44,黛,50.0,50.0,50.0,29.0,先行,先行,"{'逃げ': 0.18077798777534793, '先行': 0.5477691904094448, '差し': 0.24225595550122989, '追込': 0.029196866313977447}",0.181,0.548,0.242,0.029,18.08,54.78,24.23,2.92,45.83,0.284,0.304,0.382,0.284,0.304,0.382,-2.6,0.323,0.0225,10,"['8-8', '1-2-3-3', '2-3-5-5', '5-5-7-8', '3-3-5-4', '5-4', '1-1-1-1', '6-6-8-7', '12-12', '1-1-1-1']","[16, 10, 14, 16, 12, 13, 15, 16, 16, 16]","[0.5, 0.1, 0.1429, 0.3125, 0.25, 0.3846, 0.0667, 0.375, 0.75, 0.0625]","[0.5, 0.2, 0.2143, 0.3125, 0.25, 0.3077, 0.0667, 0.375, 0.75, 0.0625]","[0.5, 0.3, 0.3571, 0.4375, 0.4167, 0.3077, 0.0667, 0.5, 0.75, 0.0625]",[],42.95,29.8,46.64,54.2,28.71,23.71,47.55,10.33,36.31,40.0,0.732,0.695,0.143,0.481,100.0,48.12,36.39,48.973,37.5,0.0,14.29,73.17,59.88,42.53,39.86,38.16,65.0,先行,先行,"{'逃げ': 0.181119753691517, '先行': 0.548804763608999, '差し': 0.24102675994047829, '追込': 0.029048722759005826}",0.181119753691517,0.548804763608999,0.24102675994047829,0.029048722759005826
コンティオ,4,4,56.0,0.0,82.8,55.99,0.0,29.18,37.57,25.79,69.68,race_history,51.81,57.35,51.81,1500.0,50.0,75.0,60.65,横山和,50.0,50.0,50.0,55.48,自在,自在,"{'逃げ': 0.29179694764430103, '先行': 0.37573862107482137, '差し': 0.2579480971842626, '追込': 0.07451633409661504}",0.292,0.376,0.258,0.075,29.18,37.57,25.79,7.45,100.0,0.347,0.384,0.258,0.347,0.384,0.258,0.08,0.33,0.0371,7,"['2-3-4-4', '3-3-2-4', '7-9-6-6', '2-2-2-2', '8-8-1-1', '7-7', '14-14-7-4']","[16, 15, 13, 15, 16, 16, 16]","[0.125, 0.2, 0.5385, 0.1333, 0.5, 0.4375, 0.875]","[0.1875, 0.2, 0.6923, 0.1333, 0.5, 0.4375, 0.875]","[0.25, 0.1333, 0.4615, 0.1333, 0.0625, 0.4375, 0.4375]",[],49.24,55.55,77.86,47.83,73.46,74.01,64.12,19.15,51.29,52.35,0.718,0.671,0.076,0.64,100.0,64.0,36.61,55.105,37.3,0.0,7.62,71.77,65.72,72.79,59.4,50.44,65.0,追込,追込,"{'逃げ': 0.29247287395406224, '先行': 0.3766089921380837, '差し': 0.25674837646973153, '追込': 0.07416975743812253}",0.29247287395406224,0.3766089921380837,0.25674837646973153,0.07416975743812253
ブラックルビー,5,5,56.0,0.0,87.91,55.74,0.0,25.14,63.15,10.74,50.0,neutral,45.56,57.35,45.56,1500.0,50.0,75.0,48.78,北村友,50.0,50.0,50.0,52.09,先行,先行,"{'逃げ': 0.2514049749777423, '先行': 0.6315410769248185, '差し': 0.10738524966094293, '追込': 0.00966869843649624}",0.251,0.632,0.107,0.01,25.14,63.15,10.74,0.97,72.72,0.252,0.314,0.271,0.252,0.314,0.271,-4.12,0.279,0.0199,7,"['1-1-1-1', '4-7-4-4', '4-5', '2-2-2-2', '4-5-5', '5-5-5-3', '3-3-3-1']","[10, 13, 13, 13, 18, 9, 13]","[0.1, 0.3077, 0.3077, 0.1538, 0.2222, 0.5556, 0.2308]","[0.1, 0.5385, 0.3846, 0.1538, 0.2778, 0.5556, 0.2308]","[0.1, 0.3077, 0.3846, 0.1538, 0.2778, 0.5556, 0.2308]",[],49.21,48.35,72.71,58.77,29.11,54.19,62.65,49.62,46.84,47.22,0.784,0.708,0.0,0.631,100.0,63.08,43.03,48.583,34.6,0.0,0.0,78.4,67.34,48.72,56.08,57.93,65.0,先行,先行,"{'逃げ': 0.25160970523160414, '先行': 0.632055368915319, '差し': 0.10672561891394447, '追込': 0.009609306939132254}",0.25160970523160414,0.632055368915319,0.10672561891394447,0.009609306939132254
ユージュアーナ,6,6,56.0,0.0,87.49,42.52,0.0,36.65,32.32,25.33,38.98,race_history,50.49,57.77,50.49,1500.0,50.0,75.0,64.27,武豊,50.0,50.0,50.0,50.89,自在,自在,"{'逃げ': 0.36654545454545456, '先行': 0.32324991429550914, '差し': 0.2532616134237599, '追込': 0.056943017735276456}",0.367,0.323,0.253,0.057,36.65,32.32,25.33,5.69,100.0,0.327,0.294,0.296,0.327,0.294,0.296,-0.07,0.305,0.0489,10,"['2-2-2-2', '6-4', '4-4', '12-11', '8-9', '1-1-1-1', '1-1-1-1', '1-1-1-1', '2-2-2-2', '10-7-8-7']","[15, 12, 16, 16, 16, 15, 14, 14, 14, 13]","[0.1333, 0.5, 0.25, 0.75, 0.5, 0.0667, 0.0714, 0.0714, 0.1429, 0.7692]","[0.1333, 0.3333, 0.25, 0.6875, 0.5625, 0.0667, 0.0714, 0.0714, 0.1429, 0.5385]","[0.1333, 0.3333, 0.25, 0.6875, 0.5625, 0.0667, 0.0714, 0.0714, 0.1429, 0.6154]",[],50.69,59.36,64.43,48.0,70.62,77.34,70.08,27.04,50.35,52.6,0.598,0.637,0.155,0.697,100.0,69.68,40.98,50.805,37.3,0.0,15.48,59.79,66.39,79.5,62.81,50.99,65.0,先行,先行,"{'逃げ': 0.36733755850068683, '先行': 0.323948456679453, '差し': 0.2520445990436282, '追込': 0.0566693857762319}",0.36733755850068683,0.323948456679453,0.2520445990436282,0.0566693857762319
ルージュマローネ,6,7,56.0,0.0,69.85,49.75,0.0,34.58,20.35,32.15,17.01,race_history,36.02,56.66,36.02,1500.0,50.0,75.0,47.56,佐々木,50.0,50.0,50.0,29.79,自在,自在,"{'逃げ': 0.34581818181818186, '先行': 0.20353319445814885, '差し': 0.3214831289469354, '追込': 0.12916549477673397}",0.346,0.204,0.321,0.129,34.58,20.35,32.15,12.92,100.0,0.403,0.385,0.395,0.403,0.385,0.395,-2.29,0.395,0.0936,10,"['1-1-1-2', '1-1-1-1', '6-6-8-7', '5-4-6-8', '14-14-12-13', '12-12-9-9', '1-1-2', '12-11-10-11', '10-9', '3-3-3-5']","[12, 15, 15, 11, 15, 14, 14, 15, 13, 12]","[0.0833, 0.0667, 0.4, 0.4545, 0.9333, 0.8571, 0.0714, 0.8, 0.7692, 0.25]","[0.0833, 0.0667, 0.4, 0.3636, 0.9333, 0.8571, 0.0714, 0.7333, 0.6923, 0.25]","[0.0833, 0.0667, 0.5333, 0.5455, 0.8, 0.6429, 0.1429, 0.6667, 0.6923, 0.25]",[],44.21,36.86,52.86,50.0,41.24,39.49,48.11,15.26,40.04,40.0,0.665,0.681,0.057,0.474,100.0,47.41,35.32,49.628,37.7,0.0,5.71,66.46,58.77,51.76,41.46,39.69,65.0,逃げ,逃げ,"{'逃げ': 0.34690490029999144, '先行': 0.2041727886024374, '差し': 0.32025161429147525, '追込': 0.12867069680609594}",0.34690490029999144,0.2041727886024374,0.32025161429147525,0.12867069680609594
ニシノラヴァンダ,7,8,56.0,0.0,78.98,23.74,0.0,31.18,48.07,12.78,30.26,race_history,36.96,60.91,36.96,1500.0,50.0,75.0,38.75,横山琉,50.0,50.0,50.0,32.38,先行,先行,"{'逃げ': 0.31178620085103725, '先行': 0.48066559467888054, '差し': 0.1277909195527197, '追込': 0.07975728491736253}",0.312,0.481,0.128,0.08,31.18,48.07,12.78,7.98,100.0,0.311,0.323,0.33,0.311,0.323,0.33,-5.65,0.321,0.0801,7,"['13-14', '6-6', '3-2', '3-4', '1-1-2', '1-1', '1-1']","[16, 18, 16, 16, 16, 14, 7]","[0.8125, 0.3333, 0.1875, 0.1875, 0.0625, 0.0714, 0.1429]","[0.875, 0.3333, 0.125, 0.25, 0.0625, 0.0714, 0.1429]","[0.875, 0.3333, 0.125, 0.25, 0.125, 0.0714, 0.1429]",[],47.56,37.71,48.71,58.09,21.47,29.76,66.18,34.53,40.71,40.0,0.642,0.628,0.0,0.641,100.0,64.1,38.68,48.532,35.0,0.0,0.0,64.22,63.39,45.39,49.92,42.98,65.0,先行,先行,"{'逃げ': 0.31223667665169397, '先行': 0.48136007127220026, '差し': 0.12708595311061574, '追込': 0.07931729896549003}",0.31223667665169397,0.48136007127220026,0.12708595311061574,0.07931729896549003
タマモカンパネラ,7,9,56.0,0.0,72.4,52.76,0.0,3.5,33.55,50.56,58.34,race_history,51.92,56.77,51.92,1500.0,50.0,75.0,58.33,原,50.0,50.0,50.0,54.19,差し,差し,"{'逃げ': 0.034973526040308345, '先行': 0.3354518790484073, '差し': 0.5055687616155999, '追込': 0.12400583329568439}",0.035,0.335,0.506,0.124,3.5,33.55,50.56,12.4,63.72,0.527,0.464,0.437,0.527,0.464,0.437,1.36,0.476,0.0347,10,"['10-5', '6-6', '3-3-1-1', '6-7', '8-8', '12-11', '9-8', '12-11-9-10', '4-4', '6-6-8-8']","[16, 13, 13, 13, 16, 13, 16, 14, 16, 11]","[0.625, 0.4615, 0.2308, 0.4615, 0.5, 0.9231, 0.5625, 0.8571, 0.25, 0.5455]","[0.3125, 0.4615, 0.2308, 0.5385, 0.5, 0.8462, 0.5, 0.7857, 0.25, 0.5455]","[0.3125, 0.4615, 0.0769, 0.5385, 0.5, 0.8462, 0.5, 0.6429, 0.25, 0.7273]",[],48.45,58.3,76.79,51.7,66.26,68.51,79.49,31.17,51.37,53.1,0.538,0.603,0.229,0.794,100.0,79.42,43.93,46.438,36.3,0.0,22.86,53.8,68.89,79.09,67.41,50.42,65.0,差し,差し,"{'逃げ': 0.03512725652499502, '先行': 0.3369263995155667, '差し': 0.5042612234398574, '追込': 0.12368512051958103}",0.03512725652499502,0.3369263995155667,0.5042612234398574,0.12368512051958103
ウインシャーガス,8,10,56.0,0.0,86.69,70.32,0.0,0.25,69.07,28.86,62.65,race_history,63.33,59.95,63.33,1500.0,50.0,75.0,58.13,鮫島駿,50.0,50.0,50.0,81.18,先行,先行,"{'逃げ': 0.0025245257628495844, '先行': 0.6906919299572073, '差し': 0.28862233087290606, '追込': 0.018161213407037104}",0.003,0.691,0.289,0.018,0.25,69.07,28.86,1.82,17.94,0.344,0.343,0.34,0.344,0.343,0.34,1.85,0.343,0.0066,10,"['4-4-4-5', '4-4-4-4', '4-4-4-4', '7-5-4-3', '8-9-9-9', '5-7-6-6', '4-4-4-4', '7-5-5-4', '3-5-9-10', '3-3-3-3']","[16, 10, 15, 16, 18, 16, 14, 13, 13, 16]","[0.25, 0.4, 0.2667, 0.4375, 0.4444, 0.3125, 0.2857, 0.5385, 0.2308, 0.1875]","[0.25, 0.4, 0.2667, 0.3125, 0.5, 0.4375, 0.2857, 0.3846, 0.3846, 0.1875]","[0.25, 0.4, 0.2667, 0.25, 0.5, 0.375, 0.2857, 0.3846, 0.6923, 0.1875]",[],55.16,69.27,85.57,53.1,82.48,85.77,74.28,51.79,59.5,61.94,0.651,0.664,0.374,0.741,100.0,74.07,52.9,48.41,33.9,0.0,37.41,65.09,69.88,83.56,68.66,61.65,65.0,先行,先行,"{'逃げ': 0.002529920963285586, '先行': 0.6921680176472144, '差し': 0.2872285499711577, '追込': 0.01807351141834223}",0.002529920963285586,0.6921680176472144,0.2872285499711577,0.01807351141834223
