horse_name,frame,horse_number,carried_weight,weight_penalty,early_speed,stamina,acceleration,front_runner,stalker,closer,mud_aptitude,mud_source,base_ability_score,race_strength_score,race_strength_adjusted_score,elo_rating,normalized_elo_score,relative_agari_score,course_fit_score,jockey,jockey_score,track_bias_fit_score,pace_fit_score,consistency,running_style,primary_running_style,base_style_profile,base_逃げ,base_先行,base_差し,base_追込,front_runner_score,stalker_score,closer_score,deep_closer_score,versatile_score,weighted_avg_first_ratio,weighted_avg_mid_ratio,weighted_avg_last_corner_ratio,avg_first_ratio,avg_mid_ratio,avg_last_corner_ratio,weighted_avg_late_gain,weighted_avg_position_ratio,position_variance,style_sample_size,debug_passing_orders,debug_field_sizes,debug_first_ratios,debug_mid_ratios,debug_last_corner_ratios,field_size_warnings,avg_opponent_strength_score,avg_race_score,popularity_score,race_level_score,finish_score,margin_score,time_score,last3f_score,horse_ability_score,race_power,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,actual_running_style,actual_running_style_fixed,adjusted_style_profile,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
ドゥアムール,1,1,56.0,0.0,96.75,27.53,0.0,47.81,31.98,14.69,39.91,race_history,51.39,62.05,51.39,1500.0,50.0,75.0,49.38,池添,50.0,50.0,50.0,34.92,逃げ,逃げ,"{'逃げ': 0.47808914504316313, '先行': 0.3197805200444624, '差し': 0.14693598818136103, '追込': 0.05519434673101342}",0.478,0.32,0.147,0.055,47.81,31.98,14.69,5.52,100.0,0.268,0.282,0.282,0.268,0.282,0.282,-3.56,0.277,0.0746,10,"['3-4', '2-2', '2-2', '15-14', '6-7', '1-1', '1-1', '1-1', '1-1', '4-5']","[15, 18, 16, 16, 14, 14, 11, 18, 16, 7]","[0.2, 0.1111, 0.125, 0.9375, 0.4286, 0.0714, 0.0909, 0.0556, 0.0625, 0.5714]","[0.2667, 0.1111, 0.125, 0.875, 0.5, 0.0714, 0.0909, 0.0556, 0.0625, 0.7143]","[0.2667, 0.1111, 0.125, 0.875, 0.5, 0.0714, 0.0909, 0.0556, 0.0625, 0.7143]",[],53.01,56.65,59.0,62.0,42.06,55.24,84.77,53.46,50.99,52.41,0.672,0.655,0.0,0.837,100.0,83.73,43.99,50.763,33.7,0.0,0.0,67.17,73.71,64.7,67.84,56.26,65.0,逃げ,逃げ,"{'逃げ': 0.484394420520658, '先行': 0.3208523321848621, '差し': 0.1435329899194406, '追込': 0.05122025737503917}",0.484394420520658,0.3208523321848621,0.1435329899194406,0.05122025737503917
ウィルオレオール,1,2,58.0,4.0,65.34,52.81,20.13,10.84,45.01,38.21,34.09,race_history,41.32,57.77,41.32,1500.0,50.0,49.7,50.0,石川倭,50.0,50.0,50.0,48.15,自在,自在,"{'逃げ': 0.10840116854379148, '先行': 0.45013955785979165, '差し': 0.3820643556495865, '追込': 0.059394917946830404}",0.108,0.45,0.382,0.059,10.84,45.01,38.21,5.94,55.0,0.439,0.424,0.435,0.439,0.424,0.435,-1.35,0.433,0.0166,10,"['2-2-2-2', '4-4-5-4', '5-6-4', '6-4-4-6', '6-6-8-8', '1-1-1-1', '5-5-5-5', '6-6-6-5', '7-7-8-6', '5-5-5-4']","[6, 8, 11, 9, 16, 7, 14, 10, 11, 9]","[0.3333, 0.5, 0.4545, 0.6667, 0.375, 0.1429, 0.3571, 0.6, 0.6364, 0.5556]","[0.3333, 0.5, 0.5455, 0.4444, 0.375, 0.1429, 0.3571, 0.6, 0.6364, 0.5556]","[0.3333, 0.625, 0.3636, 0.4444, 0.5, 0.1429, 0.3571, 0.6, 0.7273, 0.5556]",[],49.72,38.7,60.71,70.0,54.74,42.02,32.82,4.73,43.81,42.53,0.54,0.561,0.0,0.323,100.0,32.25,29.43,40.34,39.2,83.55,0.0,54.03,45.37,49.92,37.77,38.6,94.24,先行,先行,"{'逃げ': 0.11096114005117548, '先行': 0.456296432614421, '差し': 0.37705679661116687, '追込': 0.055685630723236644}",0.11096114005117548,0.456296432614421,0.37705679661116687,0.055685630723236644
サムハンター,2,3,58.0,4.0,70.86,40.4,0.0,20.82,7.95,40.05,50.0,neutral,48.27,63.58,48.27,1500.0,50.0,75.0,51.74,松本,50.0,50.0,50.0,29.71,自在,自在,"{'逃げ': 0.20817455380782973, '先行': 0.07946180982853393, '差し': 0.40050979383466906, '追込': 0.31185384252896725}",0.208,0.079,0.401,0.312,20.82,7.95,40.05,31.19,100.0,0.615,0.58,0.58,0.615,0.58,0.58,-0.89,0.591,0.1088,10,"['14-12', '2-1', '9-11-10', '12-15-15', '15-10-11', '10-8', '1-1', '2-3-4-3', '12-12-12-12', '11-11-10']","[15, 18, 16, 15, 16, 12, 13, 14, 12, 13]","[0.9333, 0.1111, 0.5625, 0.8, 0.9375, 0.8333, 0.0769, 0.1429, 1.0, 0.8462]","[0.8, 0.0556, 0.6875, 1.0, 0.625, 0.6667, 0.0769, 0.2143, 1.0, 0.8462]","[0.8, 0.0556, 0.625, 1.0, 0.6875, 0.6667, 0.0769, 0.2857, 1.0, 0.7692]",[],54.65,55.26,43.86,62.0,43.24,53.64,82.47,47.23,48.76,50.39,0.349,0.381,0.425,0.819,100.0,81.94,53.25,46.965,33.7,0.0,42.5,34.85,57.84,68.96,66.51,47.31,65.0,逃げ,逃げ,"{'逃げ': 0.21715633186228114, '先行': 0.08208546335096806, '差し': 0.40280170470419996, '追込': 0.2979565000825508}",0.21715633186228114,0.08208546335096806,0.40280170470419996,0.2979565000825508
エコロジーク,2,4,58.0,4.0,95.74,19.94,0.0,40.42,59.18,0.4,50.0,neutral,47.3,61.86,47.3,1500.0,50.0,75.0,45.57,岩田康,50.0,50.0,50.0,13.28,先行,先行,"{'逃げ': 0.40419121520166246, '先行': 0.5918087847983375, '差し': 0.004, '追込': 0.0}",0.404,0.592,0.004,0.0,40.42,59.18,0.4,0.0,8.49,0.2,0.188,0.188,0.2,0.188,0.188,-7.42,0.192,0.0053,6,"['5-4', '2-3', '5-4', '3-3', '1-1', '1-1']","[15, 16, 18, 16, 8, 18]","[0.3333, 0.125, 0.2778, 0.1875, 0.125, 0.0556]","[0.2667, 0.1875, 0.2222, 0.1875, 0.125, 0.0556]","[0.2667, 0.1875, 0.2222, 0.1875, 0.125, 0.0556]",[],51.0,45.35,70.14,67.0,27.75,35.22,75.83,42.52,48.08,47.4,0.781,0.795,0.0,0.762,100.0,76.16,41.24,50.678,34.6,0.0,0.0,78.14,78.01,50.43,60.42,54.05,65.0,先行,先行,"{'逃げ': 0.4065856864198359, '先行': 0.5895349676230383, '差し': 0.0038793459571257673, '追込': 0.0}",0.4065856864198359,0.5895349676230383,0.0038793459571257673,0.0
サウスバンク,3,5,56.0,0.0,100.0,31.78,0.0,71.38,27.91,0.57,61.3,race_history,66.93,62.74,66.93,1500.0,50.0,75.0,59.47,丹内,50.0,50.0,50.0,64.88,逃げ,逃げ,"{'逃げ': 0.7137939023536694, '先行': 0.2790941104608323, '差し': 0.005723749504815964, '追込': 0.0013882376806823686}",0.714,0.279,0.006,0.001,71.38,27.91,0.57,0.14,6.73,0.107,0.107,0.107,0.107,0.107,0.107,-2.29,0.107,0.0042,10,"['1-1', '1-1', '3-3', '1-1', '1-1', '1-1', '2-2', '2-2', '4-4', '1-1']","[18, 16, 15, 10, 16, 13, 16, 11, 13, 17]","[0.0556, 0.0625, 0.2, 0.1, 0.0625, 0.0769, 0.125, 0.1818, 0.3077, 0.0588]","[0.0556, 0.0625, 0.2, 0.1, 0.0625, 0.0769, 0.125, 0.1818, 0.3077, 0.0588]","[0.0556, 0.0625, 0.2, 0.1, 0.0625, 0.0769, 0.125, 0.1818, 0.3077, 0.0588]",[],57.97,70.74,85.14,62.0,70.75,80.81,94.15,50.68,62.06,64.23,0.905,0.905,0.0,0.939,100.0,93.92,43.36,53.972,33.7,0.0,0.0,90.52,92.05,79.22,80.2,69.05,65.0,逃げ,逃げ,"{'逃げ': 0.7159645037175113, '先行': 0.2772249262724086, '差し': 0.005535190616223278, '追込': 0.001275379393856842}",0.7159645037175113,0.2772249262724086,0.005535190616223278,0.001275379393856842
シカゴスティング,3,6,56.0,0.0,77.95,37.39,0.0,2.59,26.04,52.9,50.0,neutral,57.94,62.32,57.94,1500.0,50.0,75.0,56.64,武豊,50.0,50.0,50.0,69.83,差し,差し,"{'逃げ': 0.02589050296537237, '先行': 0.26042510255324836, '差し': 0.5290425822566797, '追込': 0.1846418122246996}",0.026,0.26,0.529,0.185,2.59,26.04,52.9,18.46,48.43,0.538,0.533,0.533,0.538,0.533,0.533,1.95,0.535,0.0277,10,"['12-12', '7-7', '9-8', '11-10', '7-7', '2-3', '11-11', '6-7', '6-6', '5-5']","[15, 16, 16, 18, 12, 13, 18, 16, 16, 16]","[0.8, 0.4375, 0.5625, 0.6111, 0.5833, 0.1538, 0.6111, 0.375, 0.375, 0.3125]","[0.8, 0.4375, 0.5, 0.5556, 0.5833, 0.2308, 0.6111, 0.4375, 0.375, 0.3125]","[0.8, 0.4375, 0.5, 0.5556, 0.5833, 0.2308, 0.6111, 0.4375, 0.375, 0.3125]",[],55.64,65.37,62.64,62.0,59.16,69.26,88.33,58.89,55.66,58.09,0.395,0.417,0.464,0.885,100.0,88.48,57.09,47.015,33.0,0.0,46.43,39.46,62.74,86.05,74.26,53.58,65.0,差し,差し,"{'逃げ': 0.02688617262872179, '先行': 0.2678146229887901, '差し': 0.5296786032214822, '追込': 0.1756206011610059}",0.02688617262872179,0.2678146229887901,0.5296786032214822,0.1756206011610059
アンジュプロミス,4,7,53.0,-4.0,100.0,32.39,0.0,65.73,34.05,0.22,50.0,neutral,62.24,61.04,62.24,1500.0,50.0,75.0,61.82,古川奈,50.0,50.0,50.0,29.24,逃げ,逃げ,"{'逃げ': 0.6573047523115427, '先行': 0.3404730254662351, '差し': 0.0022222222222222222, '追込': 0.0}",0.657,0.34,0.002,0.0,65.73,34.05,0.22,0.0,5.78,0.117,0.128,0.128,0.117,0.128,0.128,-1.87,0.124,0.0036,9,"['1-1', '3-4', '1-1', '2-2', '2-2', '1-1', '1-1', '1-1', '3-3-3-3']","[16, 16, 10, 12, 16, 13, 14, 13, 15]","[0.0625, 0.1875, 0.1, 0.1667, 0.125, 0.0769, 0.0714, 0.0769, 0.2]","[0.0625, 0.25, 0.1, 0.1667, 0.125, 0.0769, 0.0714, 0.0769, 0.2]","[0.0625, 0.25, 0.1, 0.1667, 0.125, 0.0769, 0.0714, 0.0769, 0.2]",[],57.29,69.0,75.14,57.34,73.83,84.73,91.78,49.81,58.72,61.29,0.874,0.86,0.027,0.914,100.0,91.41,43.67,50.59,34.5,0.0,2.68,87.43,88.45,82.05,78.71,67.67,65.0,逃げ,逃げ,"{'逃げ': 0.6595374751420879, '先行': 0.33831274744251827, '差し': 0.0021497774153936898, '追込': 0.0}",0.6595374751420879,0.33831274744251827,0.0021497774153936898,0.0
マーブルパレス,4,8,53.0,-4.0,100.0,38.47,0.0,35.09,42.96,21.06,50.0,neutral,57.75,61.3,57.75,1500.0,50.0,75.0,55.67,斎藤,50.0,50.0,50.0,55.86,自在,自在,"{'逃げ': 0.35091072585286665, '先行': 0.4295920935984819, '差し': 0.21062810186971495, '追込': 0.008869078678936425}",0.351,0.43,0.211,0.009,35.09,42.96,21.06,0.89,55.0,0.226,0.24,0.24,0.226,0.24,0.24,-1.24,0.236,0.0258,6,"['3-4', '2-2', '5-5', '1-1', '1-1', '2-2']","[16, 9, 9, 13, 12, 12]","[0.1875, 0.2222, 0.5556, 0.0769, 0.0833, 0.1667]","[0.25, 0.2222, 0.5556, 0.0769, 0.0833, 0.1667]","[0.25, 0.2222, 0.5556, 0.0769, 0.0833, 0.1667]",[],57.39,64.6,60.79,65.84,64.38,75.18,83.07,51.42,55.52,57.79,0.766,0.75,0.134,0.823,100.0,82.3,46.86,50.42,33.9,0.0,13.39,76.61,78.31,75.39,73.02,64.25,65.0,逃げ,逃げ,"{'逃げ': 0.3553428542622094, '先行': 0.43079452023263076, '差し': 0.20563666990361848, '追込': 0.008225955601541268}",0.3553428542622094,0.43079452023263076,0.20563666990361848,0.008225955601541268
パクスロマーナ,5,9,56.0,0.0,90.77,29.23,0.0,25.63,35.51,34.79,50.0,neutral,50.38,63.31,50.38,1500.0,50.0,75.0,50.19,舟山,50.0,50.0,50.0,13.65,自在,自在,"{'逃げ': 0.256319279871705, '先行': 0.3550790893472866, '差し': 0.3478943567307757, '追込': 0.040707274050232715}",0.256,0.355,0.348,0.041,25.63,35.51,34.79,4.07,100.0,0.33,0.358,0.358,0.33,0.358,0.358,-2.45,0.349,0.0419,10,"['2-2', '10-11', '4-4', '9-11', '2-3', '2-2', '13-12', '5-5', '2-2', '6-6']","[15, 18, 15, 18, 12, 16, 18, 17, 13, 13]","[0.1333, 0.5556, 0.2667, 0.5, 0.1667, 0.125, 0.7222, 0.2941, 0.1538, 0.4615]","[0.1333, 0.6111, 0.2667, 0.6111, 0.25, 0.125, 0.6667, 0.2941, 0.1538, 0.4615]","[0.1333, 0.6111, 0.2667, 0.6111, 0.25, 0.125, 0.6667, 0.2941, 0.1538, 0.4615]",[],54.41,57.53,48.57,62.0,45.11,53.68,88.45,51.98,50.27,52.09,0.676,0.631,0.0,0.884,100.0,88.44,43.6,52.142,34.3,0.0,0.0,67.58,74.52,69.31,70.13,55.36,65.0,逃げ,逃げ,"{'逃げ': 0.2613771451862741, '先行': 0.35857035435784185, '差し': 0.34203222430469915, '追込': 0.03802027615118498}",0.2613771451862741,0.35857035435784185,0.34203222430469915,0.03802027615118498
ハッピーロンドン,5,10,58.0,4.0,67.97,33.73,0.0,1.42,19.73,55.35,47.07,race_history,45.16,61.8,45.16,1500.0,50.0,75.0,50.43,長浜,50.0,50.0,50.0,71.04,差し,差し,"{'逃げ': 0.014181818181818184, '先行': 0.19733731339495872, '差し': 0.5535295944912928, '追込': 0.23495127393193033}",0.014,0.197,0.554,0.235,1.42,19.73,55.35,23.5,42.92,0.609,0.572,0.572,0.609,0.572,0.572,0.42,0.584,0.0263,10,"['12-11', '10-9', '11-10', '11-11', '11-10', '5-5', '5-5', '10-10', '4-4', '1-2']","[15, 16, 16, 16, 16, 16, 16, 16, 12, 16]","[0.8, 0.625, 0.6875, 0.6875, 0.6875, 0.3125, 0.3125, 0.625, 0.3333, 0.0625]","[0.7333, 0.5625, 0.625, 0.6875, 0.625, 0.3125, 0.3125, 0.625, 0.3333, 0.125]","[0.7333, 0.5625, 0.625, 0.6875, 0.625, 0.3125, 0.3125, 0.625, 0.3333, 0.125]",[],52.23,52.24,44.0,62.0,41.55,51.31,82.6,34.65,46.55,47.98,0.298,0.351,0.214,0.813,100.0,81.33,44.55,49.36,35.9,0.0,21.43,29.84,55.9,79.45,65.82,40.82,65.0,差し,差し,"{'逃げ': 0.014796290914464152, '先行': 0.2038886764710981, '差し': 0.5567947074513997, '追込': 0.22452032516303808}",0.014796290914464152,0.2038886764710981,0.5567947074513997,0.22452032516303808
