horse_name,frame,horse_number,carried_weight,weight_penalty,early_speed,stamina,acceleration,front_runner,stalker,closer,mud_aptitude,mud_source,base_ability_score,race_strength_score,race_strength_adjusted_score,elo_rating,normalized_elo_score,relative_agari_score,course_fit_score,jockey,jockey_score,track_bias_fit_score,pace_fit_score,consistency,running_style,primary_running_style,base_style_profile,base_逃げ,base_先行,base_差し,base_追込,front_runner_score,stalker_score,closer_score,deep_closer_score,versatile_score,weighted_avg_first_ratio,weighted_avg_mid_ratio,weighted_avg_last_corner_ratio,avg_first_ratio,avg_mid_ratio,avg_last_corner_ratio,weighted_avg_late_gain,weighted_avg_position_ratio,position_variance,style_sample_size,debug_passing_orders,debug_field_sizes,debug_first_ratios,debug_mid_ratios,debug_last_corner_ratios,field_size_warnings,avg_opponent_strength_score,avg_race_score,popularity_score,race_level_score,finish_score,margin_score,time_score,last3f_score,horse_ability_score,race_power,early_aggressiveness,mid_positioning,late_kick_timing,sustain_speed,time_reliability,recent_time_score,late_kick_score,avg_last3f,best_last3f,last3f_consistency,late_gain_score,early_push_score,mid_cruise_score,fade_resistance_score,sustain_speed_score,pace_resilience_score,agari_reliability,actual_running_style,actual_running_style_fixed,adjusted_style_profile,adjusted_逃げ,adjusted_先行,adjusted_差し,adjusted_追込
シンコーナホチャン,1,1,53.0,-4.0,52.58,69.69,0.0,0.0,0.0,52.86,61.51,race_history,49.91,57.62,49.91,1500.0,50.0,75.0,55.83,国分優,50.0,50.0,50.0,48.39,自在,自在,"{'逃げ': 0.0, '先行': 0.0, '差し': 0.5286162954812872, '追込': 0.4713837045187129}",0.0,0.0,0.529,0.471,0.0,0.0,52.86,47.14,55.0,0.767,0.79,0.766,0.767,0.79,0.766,6.1,0.774,0.018,8,"['11-11-10-9', '16-16-16-15', '8-9-12-8', '10-10-11-10', '6-7-6-6', '11-11-8-7', '12-12-9-11', '15-15-15-12']","[16, 16, 14, 16, 9, 13, 12, 16]","[0.6875, 1.0, 0.5714, 0.625, 0.6667, 0.8462, 1.0, 0.9375]","[0.6875, 1.0, 0.6429, 0.625, 0.7778, 0.8462, 1.0, 0.9375]","[0.625, 1.0, 0.8571, 0.6875, 0.6667, 0.6154, 0.75, 0.9375]",[],47.73,51.81,78.36,54.2,62.43,56.81,65.25,27.86,49.94,50.41,0.279,0.249,0.887,0.65,100.0,65.04,59.27,52.565,36.3,0.0,88.75,27.95,42.93,74.05,56.8,36.49,65.0,追込,追込,"{'逃げ': 0.0, '先行': 0.0, '差し': 0.5286162954812872, '追込': 0.4713837045187129}",0.0,0.0,0.5286162954812872,0.4713837045187129
メイショウジェンマ,1,2,54.0,-4.0,46.98,63.27,0.0,0.0,11.83,52.52,50.0,neutral,33.06,57.26,33.06,1500.0,50.0,75.0,45.03,今村,50.0,50.0,50.0,52.6,差し,差し,"{'逃げ': 0.0, '先行': 0.11827242158557144, '差し': 0.5251668246829134, '追込': 0.35656075373151513}",0.0,0.118,0.525,0.357,0.0,11.83,52.52,35.66,53.65,0.733,0.741,0.803,0.733,0.741,0.803,2.02,0.759,0.0335,10,"['8-8-11-11', '11-11-12-11', '6-7-6-6', '13-13-13-13', '15-15-15-15', '9-9-8-8', '13-13-13-14', '7-7-10-10', '12-11-14-12', '12-12-11-12']","[11, 14, 14, 13, 16, 16, 15, 15, 16, 16]","[0.7273, 0.7857, 0.4286, 1.0, 0.9375, 0.5625, 0.8667, 0.4667, 0.75, 0.75]","[0.7273, 0.7857, 0.5, 1.0, 0.9375, 0.5625, 0.8667, 0.4667, 0.6875, 0.75]","[1.0, 0.8571, 0.4286, 1.0, 0.9375, 0.5, 0.8667, 0.6667, 0.875, 0.6875]",[],45.61,38.94,35.0,55.0,35.92,39.81,50.68,24.31,37.93,40.0,0.24,0.226,0.55,0.504,100.0,50.43,50.09,49.812,37.2,0.0,55.03,24.01,35.11,64.26,44.05,29.86,65.0,差し,差し,"{'逃げ': 0.0, '先行': 0.12081999890517914, '差し': 0.5236494590879998, '追込': 0.3555305420068211}",0.0,0.12081999890517914,0.5236494590879998,0.3555305420068211
レーティッシュ,2,3,57.0,2.0,93.76,49.6,0.0,23.4,52.76,23.31,79.81,race_history,61.53,59.48,61.53,1500.0,50.0,75.0,56.48,川田,50.0,50.0,50.0,81.17,先行,先行,"{'逃げ': 0.23404606471427192, '先行': 0.5276058723050281, '差し': 0.23308204175229472, '追込': 0.0052660212284052045}",0.234,0.528,0.233,0.005,23.4,52.76,23.31,0.53,27.16,0.298,0.28,0.28,0.298,0.28,0.28,0.89,0.286,0.017,10,"['5-5', '2-2', '3-2', '5-5', '6-6', '7-6', '6-6', '2-2', '1-1', '4-2']","[12, 16, 15, 15, 16, 16, 13, 14, 11, 14]","[0.4167, 0.125, 0.2, 0.3333, 0.375, 0.4375, 0.4615, 0.1429, 0.0909, 0.2857]","[0.4167, 0.125, 0.1333, 0.3333, 0.375, 0.375, 0.4615, 0.1429, 0.0909, 0.1429]","[0.4167, 0.125, 0.1333, 0.3333, 0.375, 0.375, 0.4615, 0.1429, 0.0909, 0.1429]",[],55.28,69.21,81.07,51.7,83.68,90.44,80.47,34.51,58.21,60.96,0.713,0.726,0.284,0.8,100.0,79.98,45.95,50.225,35.9,0.0,28.39,71.31,75.95,86.7,72.72,59.37,65.0,先行,先行,"{'逃げ': 0.2353877467351121, '先行': 0.5306304021719394, '差し': 0.2288122962012152, '追込': 0.005169554891733208}",0.2353877467351121,0.5306304021719394,0.2288122962012152,0.005169554891733208
メイショウクーガー,2,4,55.0,-2.0,75.31,61.11,0.0,4.5,37.2,50.97,56.04,race_history,51.4,57.69,51.4,1500.0,50.0,75.0,60.49,中井,50.0,50.0,50.0,68.42,差し,差し,"{'逃げ': 0.04495509597043995, '先行': 0.37200716975239, '差し': 0.5097341011459354, '追込': 0.07330363313123459}",0.045,0.372,0.51,0.073,4.5,37.2,50.97,7.33,26.24,0.427,0.4,0.364,0.427,0.4,0.364,1.45,0.397,0.0138,10,"['7-7-6-6', '7-7-4-3', '5-4-3-3', '7-6-7-7', '5-4-7-4', '2-2-2-2', '7-7-8-6', '8-8-7-8', '10-9-5-5', '10-10-8-7']","[14, 15, 16, 16, 15, 11, 15, 12, 15, 16]","[0.5, 0.4667, 0.3125, 0.4375, 0.3333, 0.1818, 0.4667, 0.6667, 0.6667, 0.625]","[0.5, 0.4667, 0.25, 0.375, 0.2667, 0.1818, 0.4667, 0.6667, 0.6, 0.625]","[0.4286, 0.2667, 0.1875, 0.4375, 0.4667, 0.1818, 0.5333, 0.5833, 0.3333, 0.5]",[],50.43,57.11,71.5,50.0,74.76,75.54,62.63,18.86,51.0,52.53,0.581,0.614,0.379,0.622,100.0,62.16,44.41,52.777,38.0,0.0,37.88,58.09,61.76,73.93,58.75,47.94,65.0,差し,差し,"{'逃げ': 0.04559075997066754, '先行': 0.3772673423876267, '差し': 0.5045795308476552, '追込': 0.07256236679405045}",0.04559075997066754,0.3772673423876267,0.5045795308476552,0.07256236679405045
コウジョリョウゾク,3,5,53.0,-4.0,36.61,59.47,0.0,0.75,0.92,51.48,76.24,race_history,34.85,57.49,34.85,1500.0,50.0,75.0,52.22,森田,50.0,50.0,50.0,30.47,自在,自在,"{'逃げ': 0.007544762646960445, '先行': 0.009185273012423485, '差し': 0.5148407946236975, '追込': 0.46842916971691867}",0.008,0.009,0.515,0.468,0.75,0.92,51.48,46.84,55.0,0.889,0.832,0.763,0.889,0.832,0.763,1.95,0.828,0.0087,10,"['10-9-10-9', '12-10', '13-13-13-11', '13-12-14-15', '13-13-2-2', '13-11-13-10', '9-9-9-9', '14-15-11-11', '8-8-7-8', '8-8-8-7']","[14, 12, 15, 16, 13, 14, 9, 16, 8, 9]","[0.7143, 1.0, 0.8667, 0.8125, 1.0, 0.9286, 1.0, 0.875, 1.0, 0.8889]","[0.6429, 0.8333, 0.8667, 0.75, 1.0, 0.7857, 1.0, 0.9375, 1.0, 0.8889]","[0.7143, 0.8333, 0.8667, 0.875, 0.1538, 0.9286, 1.0, 0.6875, 0.875, 0.8889]",[],44.85,38.32,42.36,51.7,39.15,38.03,51.54,25.36,39.21,40.0,0.131,0.197,0.375,0.513,100.0,51.29,45.69,49.82,36.2,0.0,37.5,13.09,33.93,58.25,44.2,28.22,65.0,追込,追込,"{'逃げ': 0.00772644237222899, '先行': 0.009406456627535085, '差し': 0.5146298551159243, '追込': 0.4682372458843116}",0.00772644237222899,0.009406456627535085,0.5146298551159243,0.4682372458843116
サンライズプルート,3,6,53.0,-4.0,84.47,26.65,0.0,38.51,55.25,5.78,50.0,neutral,35.79,56.8,35.79,1500.0,50.0,75.0,47.54,角田和,50.0,50.0,50.0,25.9,先行,先行,"{'逃げ': 0.38505126097849635, '先行': 0.5525236944325269, '差し': 0.057824366674515855, '追込': 0.004600677914460905}",0.385,0.553,0.058,0.005,38.51,55.25,5.78,0.46,32.57,0.213,0.224,0.224,0.213,0.224,0.224,-5.98,0.22,0.0198,10,"['2-2', '2-2', '6-7', '1-1', '1-1', '6-6', '3-3', '6-6', '2-2', '10-11']","[11, 13, 15, 14, 18, 18, 13, 18, 15, 16]","[0.1818, 0.1538, 0.4, 0.0714, 0.0556, 0.3333, 0.2308, 0.3333, 0.1333, 0.625]","[0.1818, 0.1538, 0.4667, 0.0714, 0.0556, 0.3333, 0.2308, 0.3333, 0.1333, 0.6875]","[0.1818, 0.1538, 0.4667, 0.0714, 0.0556, 0.3333, 0.2308, 0.3333, 0.1333, 0.6875]",[],44.31,37.64,54.36,53.1,29.34,38.54,63.1,19.39,39.87,40.0,0.819,0.806,0.0,0.641,100.0,64.07,35.52,53.085,35.7,0.0,0.0,81.91,73.15,44.62,51.93,46.78,65.0,先行,先行,"{'逃げ': 0.3856269399277718, '先行': 0.5533497565496913, '差し': 0.0565259328497228, '追込': 0.004497370672814156}",0.3856269399277718,0.5533497565496913,0.0565259328497228,0.004497370672814156
テーオーライマン,4,7,56.0,0.0,67.05,58.53,0.0,0.0,21.59,65.27,61.07,race_history,47.74,55.83,47.74,1500.0,50.0,75.0,54.32,西村淳,50.0,50.0,50.0,46.01,差し,差し,"{'逃げ': 0.0, '先行': 0.21591656759453057, '差し': 0.6526600890986639, '追込': 0.1314233433068056}",0.0,0.216,0.653,0.131,0.0,21.59,65.27,13.14,27.16,0.544,0.504,0.538,0.544,0.504,0.538,1.44,0.529,0.0165,10,"['5-4-4-5', '5-4-6-5', '9-9-9-9', '8-8-7-6', '11-10', '6-6', '9-9-8-8', '7-7-8-8', '3-3-4-3', '4-4-5-4']","[12, 9, 16, 16, 16, 13, 12, 9, 8, 16]","[0.4167, 0.5556, 0.5625, 0.5, 0.6875, 0.4615, 0.75, 0.7778, 0.375, 0.25]","[0.3333, 0.4444, 0.5625, 0.5, 0.625, 0.4615, 0.75, 0.7778, 0.375, 0.25]","[0.3333, 0.6667, 0.5625, 0.4375, 0.625, 0.4615, 0.6667, 0.8889, 0.5, 0.3125]",[],46.77,51.8,75.21,55.0,59.0,59.31,66.31,25.17,48.39,49.24,0.468,0.523,0.228,0.669,100.0,66.86,42.25,49.238,37.2,0.0,22.77,46.77,58.85,72.15,58.34,43.82,65.0,差し,差し,"{'逃げ': 0.0, '先行': 0.22004250833404923, '差し': 0.649225713700106, '追込': 0.13073177796584465}",0.0,0.22004250833404923,0.649225713700106,0.13073177796584465
メイショウヘール,4,8,54.0,-4.0,58.79,60.1,45.04,4.79,35.47,46.4,50.0,neutral,34.62,57.18,34.62,1500.0,50.0,53.04,43.98,酒井,50.0,50.0,50.0,25.17,差し,差し,"{'逃げ': 0.047943871367164576, '先行': 0.35473453047339476, '差し': 0.46399721109677133, '追込': 0.13332438706266925}",0.048,0.355,0.464,0.133,4.79,35.47,46.4,13.33,65.21,0.485,0.489,0.52,0.485,0.489,0.52,-0.09,0.498,0.0346,10,"['8-7-7-7', '10-10-11-11', '11-11-7-7', '6-8-9-10', '3-3-9-11', '2-2-2-2', '3-3-3-2', '8-8-4-5', '4-4-4-3', '1-1-1-1']","[14, 13, 16, 15, 11, 11, 11, 16, 15, 12]","[0.5714, 0.7692, 0.6875, 0.4, 0.2727, 0.1818, 0.2727, 0.5, 0.2667, 0.0833]","[0.5, 0.7692, 0.6875, 0.5333, 0.2727, 0.1818, 0.2727, 0.5, 0.2667, 0.0833]","[0.5, 0.8462, 0.4375, 0.6, 0.8182, 0.1818, 0.2727, 0.25, 0.2667, 0.0833]",[],43.92,35.36,50.43,51.7,34.49,33.49,44.99,25.17,39.04,40.0,0.436,0.43,0.299,0.433,100.0,43.26,40.7,38.778,37.0,60.0,29.89,43.57,43.13,52.09,38.06,33.88,86.0,差し,差し,"{'逃げ': 0.048638645777995586, '先行': 0.35987513483810324, '差し': 0.45946431041833163, '追込': 0.13202190896556948}",0.048638645777995586,0.35987513483810324,0.45946431041833163,0.13202190896556948
カルパ,5,9,56.0,0.0,81.25,42.1,0.0,16.36,36.6,40.79,70.01,race_history,51.97,58.83,51.97,1500.0,50.0,75.0,53.24,田山,50.0,50.0,50.0,70.6,自在,自在,"{'逃げ': 0.16363636363636364, '先行': 0.3660485683023712, '差し': 0.40791763897120836, '追込': 0.06239742909005674}",0.164,0.366,0.408,0.062,16.36,36.6,40.79,6.24,92.22,0.398,0.371,0.371,0.398,0.371,0.371,0.91,0.38,0.033,10,"['1-1', '5-5', '8-7', '7-6', '7-8', '7-5', '4-4', '7-7', '11-10', '6-6']","[14, 16, 13, 16, 13, 13, 15, 13, 16, 16]","[0.0714, 0.3125, 0.6154, 0.4375, 0.5385, 0.5385, 0.2667, 0.5385, 0.6875, 0.375]","[0.0714, 0.3125, 0.5385, 0.375, 0.6154, 0.3846, 0.2667, 0.5385, 0.625, 0.375]","[0.0714, 0.3125, 0.5385, 0.375, 0.6154, 0.3846, 0.2667, 0.5385, 0.625, 0.375]",[],50.8,58.29,66.29,55.0,66.17,65.42,74.2,35.47,51.4,53.13,0.631,0.646,0.311,0.739,100.0,73.94,47.17,51.545,35.3,0.0,31.11,63.14,68.81,73.3,63.94,52.4,65.0,差し,差し,"{'逃げ': 0.16549774384641466, '先行': 0.37021240784154397, '差し': 0.4026917944654868, '追込': 0.061598053846554604}",0.16549774384641466,0.37021240784154397,0.4026917944654868,0.061598053846554604
マハートマーベル,5,10,56.0,0.0,59.06,60.56,0.0,4.91,41.35,38.42,28.97,race_history,36.2,55.9,36.2,1500.0,50.0,75.0,52.46,吉村,50.0,50.0,50.0,17.99,自在,自在,"{'逃げ': 0.049090909090909095, '先行': 0.4135291228795859, '差し': 0.38422692981520734, '追込': 0.15315303821429777}",0.049,0.414,0.384,0.153,4.91,41.35,38.42,15.32,100.0,0.546,0.518,0.511,0.546,0.518,0.511,-1.25,0.525,0.0675,10,"['6-6-5-3', '4-3-3-3', '4-4-5-11', '14-14-14-14', '14-14-13-12', '4-4-4-4', '7-6-6-8', '1-1-1-1', '8-7-8-8', '7-7-7-8']","[12, 11, 15, 16, 16, 10, 9, 12, 8, 8]","[0.5, 0.3636, 0.2667, 0.875, 0.875, 0.4, 0.7778, 0.0833, 1.0, 0.875]","[0.5, 0.2727, 0.2667, 0.875, 0.875, 0.4, 0.6667, 0.0833, 0.875, 0.875]","[0.4167, 0.2727, 0.3333, 0.875, 0.8125, 0.4, 0.6667, 0.0833, 1.0, 0.875]",[],44.57,42.26,45.93,48.0,51.78,47.82,52.31,15.12,40.17,40.69,0.455,0.476,0.296,0.513,100.0,51.31,41.83,50.805,35.8,0.0,29.61,45.55,49.26,57.88,44.79,35.27,65.0,先行,先行,"{'逃げ': 0.049729987201049736, '先行': 0.41891255160869334, '差し': 0.37992083459338405, '追込': 0.1514366265968729}",0.049729987201049736,0.41891255160869334,0.37992083459338405,0.1514366265968729
